"","SEQN","INDFMMPI","INDFMMPC"
"8535",117797,0.93,1
"8536",117798,0.92,1
"8537",117799,0.72,1
"8538",117800,NA,3
"8539",117801,5,3
"8540",117802,3.58,3
"8541",117803,NA,9
"8542",117804,0.93,1
"8543",117805,4.16,3
"8544",117806,4.68,3
"8545",117807,2.96,3
"8546",117808,NA,9
"8547",117809,NA,NA
"8548",117810,4.08,3
"8549",117811,NA,3
"8550",117812,1.58,2
"8551",117813,NA,NA
"8552",117814,2.35,3
"8553",117815,0.59,1
"8554",117816,0.99,1
"8555",117817,2.98,3
"8556",117818,0.74,1
"8557",117819,2.44,3
"8558",117820,3.79,3
"8559",117821,5,3
"8560",117822,1.09,1
"8561",117823,1.14,1
"8562",117824,0.76,1
"8563",117825,0.66,1
"8564",117826,3.21,3
"8565",117827,2.19,3
"8566",117828,2.93,3
"8567",117829,0.56,1
"8568",117830,0.69,1
"8569",117831,1.15,1
"8570",117832,1.11,1
"8571",117833,NA,NA
"8572",117834,2.44,3
"8573",117835,3.19,3
"8574",117836,0.97,1
"8575",117837,0.83,1
"8576",117838,0.49,1
"8577",117839,2.09,3
"8578",117840,NA,NA
"8579",117841,2.07,3
"8580",117842,1.15,1
"8581",117843,NA,NA
"8582",117844,1.43,2
"8583",117845,2.23,3
"8584",117846,5,3
"8585",117847,1.04,1
"8586",117848,NA,1
"8587",117849,NA,3
"8588",117850,1.04,1
"8589",117851,NA,NA
"8590",117852,NA,3
"8591",117853,0.61,1
"8592",117854,NA,NA
"8593",117855,0,1
"8594",117856,0.66,1
"8595",117857,1.46,2
"8596",117858,2.4,3
"8597",117859,1.46,2
"8598",117860,3.14,3
"8599",117861,1.41,2
"8600",117862,3.75,3
"8601",117863,0.28,1
"8602",117864,1.43,2
"8603",117865,0.99,1
"8604",117866,4.3,3
"8605",117867,2.39,3
"8606",117868,0.49,1
"8607",117869,0.38,1
"8608",117870,2.36,3
"8609",117871,NA,NA
"8610",117872,NA,NA
"8611",117873,NA,1
"8612",117874,NA,9
"8613",117875,0.86,1
"8614",117876,NA,1
"8615",117877,2.45,3
"8616",117878,2.02,3
"8617",117879,2.02,3
"8618",117880,2.68,3
"8619",117881,0.92,1
"8620",117882,3.69,3
"8621",117883,1.69,2
"8622",117884,0.98,1
"8623",117885,NA,NA
"8624",117886,0.96,1
"8625",117887,NA,9
"8626",117888,NA,3
"8627",117889,0.94,1
"8628",117890,NA,9
"8629",117891,NA,NA
"8630",117892,3.64,3
"8631",117893,2.96,3
"8632",117894,NA,NA
"8633",117895,0.71,1
"8634",117896,1.02,1
"8635",117897,3.05,3
"8636",117898,2.59,3
"8637",117899,3.87,3
"8638",117900,1.07,1
"8639",117901,NA,9
"8640",117902,0,1
"8641",117903,3.69,3
"8642",117904,0.84,1
"8643",117905,NA,NA
"8644",117906,3.35,3
"8645",117907,0.49,1
"8646",117908,3.9,3
"8647",117909,0.63,1
"8648",117910,1.24,1
"8649",117911,0,1
"8650",117912,0.95,1
"8651",117913,0.67,1
"8652",117914,1.22,1
"8653",117915,NA,3
"8654",117916,NA,9
"8655",117917,1.73,2
"8656",117918,5,3
"8657",117919,0.69,1
"8658",117920,NA,9
"8659",117921,2.81,3
"8660",117922,NA,1
"8661",117923,1.86,3
"8662",117924,0.79,1
"8663",117925,0.4,1
"8664",117926,2.24,3
"8665",117927,1.86,3
"8666",117928,1.1,1
"8667",117929,0.41,1
"8668",117930,2.19,3
"8669",117931,1.95,3
"8670",117932,1.07,1
"8671",117933,1.17,1
"8672",117934,1.11,1
"8673",117935,1.67,2
"8674",117936,1.49,2
"8675",117937,5,3
"8676",117938,NA,3
"8677",117939,2.49,3
"8678",117940,1.46,2
"8679",117941,1.85,2
"8680",117942,3.02,3
"8681",117943,NA,NA
"8682",117944,1.24,1
"8683",117945,4.88,3
"8684",117946,1.94,3
"8685",117947,1.46,2
"8686",117948,2.4,3
"8687",117949,NA,NA
"8688",117950,4.62,3
"8689",117951,1.12,1
"8690",117952,0,1
"8691",117953,2.02,3
"8692",117954,2.45,3
"8693",117955,NA,1
"8694",117956,NA,1
"8695",117957,1.18,1
"8696",117958,0.37,1
"8697",117959,2.87,3
"8698",117960,1.95,3
"8699",117961,1.78,2
"8700",117962,1.34,2
"8701",117963,3,3
"8702",117964,1.15,1
"8703",117965,2.33,3
"8704",117966,2.19,3
"8705",117967,0.69,1
"8706",117968,4.3,3
"8707",117969,NA,2
"8708",117970,1.26,1
"8709",117971,0.48,1
"8710",117972,5,3
"8711",117973,2.19,3
"8712",117974,5,3
"8713",117975,NA,3
"8714",117976,2.5,3
"8715",117977,0.96,1
"8716",117978,0.76,1
"8717",117979,1.91,3
"8718",117980,3.68,3
"8719",117981,2.63,3
"8720",117982,0.66,1
"8721",117983,2.06,3
"8722",117984,4.9,3
"8723",117985,5,3
"8724",117986,0.73,1
"8725",117987,1.08,1
"8726",117988,1.33,2
"8727",117989,NA,3
"8728",117990,NA,1
"8729",117991,NA,9
"8730",117992,0.37,1
"8731",117993,0.61,1
"8732",117994,3.7,3
"8733",117995,5,3
"8734",117996,1.58,2
"8735",117997,1.39,2
"8736",117998,3.18,3
"8737",117999,2.44,3
"8738",118000,1.5,2
"8739",118001,1.09,1
"8740",118002,4.88,3
"8741",118003,5,3
"8742",118004,5,3
"8743",118005,1.65,2
"8744",118006,0.59,1
"8745",118007,3.94,3
"8746",118008,0.31,1
"8747",118009,5,3
"8748",118010,NA,3
"8749",118011,1.19,1
"8750",118012,1.03,1
"8751",118013,1.92,3
"8752",118014,1.82,2
"8753",118015,1.15,1
"8754",118016,1.95,3
"8755",118017,3.52,3
"8756",118018,NA,NA
"8757",118019,2.23,3
"8758",118020,NA,1
"8759",118021,0.57,1
"8760",118022,5,3
"8761",118023,NA,2
"8762",118024,3.58,3
"8763",118025,0.9,1
"8764",118026,4.3,3
"8765",118027,0.39,1
"8766",118028,3.39,3
"8767",118029,NA,3
"8768",118030,NA,7
"8769",118031,2.44,3
"8770",118032,NA,2
"8771",118033,1.95,3
"8772",118034,NA,NA
"8773",118035,4.33,3
"8774",118036,NA,NA
"8775",118037,2.82,3
"8776",118038,NA,9
"8777",118039,2.23,3
"8778",118040,0.67,1
"8779",118041,5,3
"8780",118042,1.34,2
"8781",118043,5,3
"8782",118044,5,3
"8783",118045,4.66,3
"8784",118046,1.61,2
"8785",118047,1.11,1
"8786",118048,NA,1
"8787",118049,1.54,2
"8788",118050,1.15,1
"8789",118051,5,3
"8790",118052,NA,NA
"8791",118053,4.58,3
"8792",118054,NA,9
"8793",118055,0.36,1
"8794",118056,NA,2
"8795",118057,1.96,3
"8796",118058,5,3
"8797",118059,1.13,1
"8798",118060,2.57,3
"8799",118061,1.95,3
"8800",118062,NA,NA
"8801",118063,2.78,3
"8802",118064,2.77,3
"8803",118065,1.14,1
"8804",118066,NA,NA
"8805",118067,0.66,1
"8806",118068,2.06,3
"8807",118069,3.55,3
"8808",118070,NA,3
"8809",118071,NA,3
"8810",118072,1.46,2
"8811",118073,1.09,1
"8812",118074,5,3
"8813",118075,1.66,2
"8814",118076,0.77,1
"8815",118077,0.96,1
"8816",118078,NA,NA
"8817",118079,NA,3
"8818",118080,2.99,3
"8819",118081,0.78,1
"8820",118082,1.67,2
"8821",118083,0.64,1
"8822",118084,0.61,1
"8823",118085,3,3
"8824",118086,1.63,2
"8825",118087,1.22,1
"8826",118088,5,3
"8827",118089,0,1
"8828",118090,NA,NA
"8829",118091,NA,7
"8830",118092,5,3
"8831",118093,NA,1
"8832",118094,0,1
"8833",118095,2.25,3
"8834",118096,2.77,3
"8835",118097,1.82,2
"8836",118098,5,3
"8837",118099,4.97,3
"8838",118100,1.24,1
"8839",118101,1.83,2
"8840",118102,NA,NA
"8841",118103,5,3
"8842",118104,NA,2
"8843",118105,1.09,1
"8844",118106,NA,1
"8845",118107,3.91,3
"8846",118108,NA,NA
"8847",118109,2.7,3
"8848",118110,1.96,3
"8849",118111,5,3
"8850",118112,1.72,2
"8851",118113,3.55,3
"8852",118114,1.82,2
"8853",118115,0.49,1
"8854",118116,NA,1
"8855",118117,0,1
"8856",118118,1.46,2
"8857",118119,0.73,1
"8858",118120,NA,1
"8859",118121,0.92,1
"8860",118122,NA,NA
"8861",118123,1.11,1
"8862",118124,3.43,3
"8863",118125,2.49,3
"8864",118126,0.94,1
"8865",118127,5,3
"8866",118128,3.98,3
"8867",118129,NA,NA
"8868",118130,1.79,2
"8869",118131,5,3
"8870",118132,3.58,3
"8871",118133,2.92,3
"8872",118134,5,3
"8873",118135,2.44,3
"8874",118136,NA,3
"8875",118137,0.28,1
"8876",118138,0.76,1
"8877",118139,2.68,3
"8878",118140,0.85,1
"8879",118141,2.17,3
"8880",118142,3.18,3
"8881",118143,NA,NA
"8882",118144,NA,NA
"8883",118145,0.45,1
"8884",118146,4.37,3
"8885",118147,5,3
"8886",118148,NA,1
"8887",118149,2.5,3
"8888",118150,1.26,1
"8889",118151,NA,1
"8890",118152,1.35,2
"8891",118153,5,3
"8892",118154,5,3
"8893",118155,NA,NA
"8894",118156,2.44,3
"8895",118157,0.5,1
"8896",118158,1.95,3
"8897",118159,1.78,2
"8898",118160,0.67,1
"8899",118161,1.19,1
"8900",118162,0.96,1
"8901",118163,0,1
"8902",118164,4.28,3
"8903",118165,NA,3
"8904",118166,NA,9
"8905",118167,3.95,3
"8906",118168,NA,NA
"8907",118169,1.9,3
"8908",118170,0.33,1
"8909",118171,0.5,1
"8910",118172,0.71,1
"8911",118173,2.53,3
"8912",118174,2.08,3
"8913",118175,NA,3
"8914",118176,4.77,3
"8915",118177,2.34,3
"8916",118178,2.54,3
"8917",118179,1.17,1
"8918",118180,5,3
"8919",118181,5,3
"8920",118182,2.89,3
"8921",118183,NA,NA
"8922",118184,1.17,1
"8923",118185,2.73,3
"8924",118186,2.86,3
"8925",118187,5,3
"8926",118188,5,3
"8927",118189,4.26,3
"8928",118190,NA,7
"8929",118191,1.42,2
"8930",118192,1.1,1
"8931",118193,5,3
"8932",118194,NA,NA
"8933",118195,5,3
"8934",118196,3.35,3
"8935",118197,0.69,1
"8936",118198,NA,NA
"8937",118199,NA,9
"8938",118200,5,3
"8939",118201,0.48,1
"8940",118202,0.81,1
"8941",118203,0.06,1
"8942",118204,5,3
"8943",118205,0.49,1
"8944",118206,2.29,3
"8945",118207,NA,NA
"8946",118208,1.02,1
"8947",118209,3.39,3
"8948",118210,0.98,1
"8949",118211,3.58,3
"8950",118212,NA,1
"8951",118213,NA,3
"8952",118214,0.56,1
"8953",118215,5,3
"8954",118216,2.94,3
"8955",118217,1.39,2
"8956",118218,NA,1
"8957",118219,3.22,3
"8958",118220,2.5,3
"8959",118221,NA,3
"8960",118222,4,3
"8961",118223,NA,1
"8962",118224,NA,NA
"8963",118225,NA,NA
"8964",118226,2.59,3
"8965",118227,0.57,1
"8966",118228,0.93,1
"8967",118229,5,3
"8968",118230,5,3
"8969",118231,0.4,1
"8970",118232,1.49,2
"8971",118233,NA,9
"8972",118234,0.86,1
"8973",118235,NA,NA
"8974",118236,0.43,1
"8975",118237,5,3
"8976",118238,1.76,2
"8977",118239,2.38,3
"8978",118240,NA,9
"8979",118241,1.95,3
"8980",118242,2.22,3
"8981",118243,0.36,1
"8982",118244,2.84,3
"8983",118245,1.22,1
"8984",118246,NA,NA
"8985",118247,2,3
"8986",118248,NA,NA
"8987",118249,2.78,3
"8988",118250,2.96,3
"8989",118251,0.16,1
"8990",118252,0.98,1
"8991",118253,5,3
"8992",118254,2.84,3
"8993",118255,0.92,1
"8994",118256,5,3
"8995",118257,1.49,2
"8996",118258,2.25,3
"8997",118259,NA,1
"8998",118260,0.28,1
"8999",118261,0.4,1
"9000",118262,1.02,1
"9001",118263,2.24,3
"9002",118264,2.88,3
"9003",118265,1.76,2
"9004",118266,0.51,1
"9005",118267,0.75,1
"9006",118268,NA,NA
"9007",118269,2.04,3
"9008",118270,4.77,3
"9009",118271,2.35,3
"9010",118272,0.31,1
"9011",118273,3.52,3
"9012",118274,0.73,1
"9013",118275,NA,3
"9014",118276,2.21,3
"9015",118277,NA,NA
"9016",118278,1.23,1
"9017",118279,5,3
"9018",118280,4.41,3
"9019",118281,NA,3
"9020",118282,4.04,3
"9021",118283,3.87,3
"9022",118284,1.73,2
"9023",118285,1.79,2
"9024",118286,1.46,2
"9025",118287,NA,9
"9026",118288,0,1
"9027",118289,0.61,1
"9028",118290,2.13,3
"9029",118291,NA,2
"9030",118292,NA,1
"9031",118293,3.31,3
"9032",118294,1.77,2
"9033",118295,NA,NA
"9034",118296,1.59,2
"9035",118297,NA,3
"9036",118298,5,3
"9037",118299,4.62,3
"9038",118300,5,3
"9039",118301,0,1
"9040",118302,2.51,3
"9041",118303,0.45,1
"9042",118304,2.11,3
"9043",118305,5,3
"9044",118306,1.8,2
"9045",118307,1.26,1
"9046",118308,0.13,1
"9047",118309,NA,7
"9048",118310,NA,2
"9049",118311,5,3
"9050",118312,5,3
"9051",118313,4.78,3
"9052",118314,5,3
"9053",118315,4.55,3
"9054",118316,5,3
"9055",118317,1.26,1
"9056",118318,NA,9
"9057",118319,5,3
"9058",118320,NA,NA
"9059",118321,NA,NA
"9060",118322,1.44,2
"9061",118323,1.12,1
"9062",118324,0.58,1
"9063",118325,NA,3
"9064",118326,4.49,3
"9065",118327,1.43,2
"9066",118328,3.66,3
"9067",118329,5,3
"9068",118330,2.77,3
"9069",118331,2.4,3
"9070",118332,2.51,3
"9071",118333,5,3
"9072",118334,0.5,1
"9073",118335,0.32,1
"9074",118336,0.92,1
"9075",118337,2.36,3
"9076",118338,2.73,3
"9077",118339,NA,1
"9078",118340,0.24,1
"9079",118341,2.33,3
"9080",118342,1.46,2
"9081",118343,3.11,3
"9082",118344,1.73,2
"9083",118345,1.13,1
"9084",118346,NA,3
"9085",118347,1.21,1
"9086",118348,NA,3
"9087",118349,0,1
"9088",118350,2.18,3
"9089",118351,0,1
"9090",118352,0.73,1
"9091",118353,1.49,2
"9092",118354,2.68,3
"9093",118355,2.15,3
"9094",118356,0.6,1
"9095",118357,5,3
"9096",118358,5,3
"9097",118359,0.48,1
"9098",118360,1.24,1
"9099",118361,NA,NA
"9100",118362,4.74,3
"9101",118363,5,3
"9102",118364,0.84,1
"9103",118365,2.11,3
"9104",118366,NA,2
"9105",118367,NA,NA
"9106",118368,3.65,3
"9107",118369,0.9,1
"9108",118370,0.41,1
"9109",118371,5,3
"9110",118372,2.39,3
"9111",118373,2.31,3
"9112",118374,3.94,3
"9113",118375,1.08,1
"9114",118376,2.1,3
"9115",118377,1.59,2
"9116",118378,0.37,1
"9117",118379,NA,NA
"9118",118380,4.84,3
"9119",118381,3.47,3
"9120",118382,4.23,3
"9121",118383,1.96,3
"9122",118384,5,3
"9123",118385,4.78,3
"9124",118386,0.98,1
"9125",118387,2.13,3
"9126",118388,NA,NA
"9127",118389,5,3
"9128",118390,2.16,3
"9129",118391,3.17,3
"9130",118392,4.19,3
"9131",118393,2.88,3
"9132",118394,1.11,1
"9133",118395,0.93,1
"9134",118396,NA,9
"9135",118397,0.73,1
"9136",118398,0.39,1
"9137",118399,2.81,3
"9138",118400,NA,3
"9139",118401,1.59,2
"9140",118402,NA,NA
"9141",118403,2.98,3
"9142",118404,3.22,3
"9143",118405,0,1
"9144",118406,5,3
"9145",118407,NA,2
"9146",118408,2.33,3
"9147",118409,3.41,3
"9148",118410,NA,NA
"9149",118411,NA,7
"9150",118412,3.48,3
"9151",118413,4.43,3
"9152",118414,NA,2
"9153",118415,2.05,3
"9154",118416,3.92,3
"9155",118417,2.21,3
"9156",118418,1.03,1
"9157",118419,1.82,2
"9158",118420,1.54,2
"9159",118421,2.7,3
"9160",118422,0.81,1
"9161",118423,3.36,3
"9162",118424,0.82,1
"9163",118425,1.79,2
"9164",118426,NA,3
"9165",118427,NA,9
"9166",118428,2.08,3
"9167",118429,NA,NA
"9168",118430,0.47,1
"9169",118431,1.59,2
"9170",118432,0.92,1
"9171",118433,NA,NA
"9172",118434,1.11,1
"9173",118435,NA,NA
"9174",118436,1.67,2
"9175",118437,NA,9
"9176",118438,0.53,1
"9177",118439,1.26,1
"9178",118440,0.98,1
"9179",118441,4.39,3
"9180",118442,2.17,3
"9181",118443,0.72,1
"9182",118444,0.21,1
"9183",118445,0,1
"9184",118446,4.94,3
"9185",118447,1.03,1
"9186",118448,1.46,2
"9187",118449,0.99,1
"9188",118450,5,3
"9189",118451,1.58,2
"9190",118452,NA,1
"9191",118453,5,3
"9192",118454,NA,NA
"9193",118455,0.64,1
"9194",118456,4.69,3
"9195",118457,3.08,3
"9196",118458,0.94,1
"9197",118459,NA,NA
"9198",118460,NA,1
"9199",118461,0.88,1
"9200",118462,3.48,3
"9201",118463,0.85,1
"9202",118464,3.19,3
"9203",118465,0.52,1
"9204",118466,2.04,3
"9205",118467,0.68,1
"9206",118468,NA,7
"9207",118469,NA,9
"9208",118470,0.51,1
"9209",118471,NA,9
"9210",118472,NA,NA
"9211",118473,0.61,1
"9212",118474,3.94,3
"9213",118475,NA,3
"9214",118476,4.11,3
"9215",118477,4.17,3
"9216",118478,NA,NA
"9217",118479,0.94,1
"9218",118480,NA,NA
"9219",118481,2.59,3
"9220",118482,1.19,1
"9221",118483,0.92,1
"9222",118484,1.42,2
"9223",118485,NA,1
"9224",118486,4.62,3
"9225",118487,NA,3
"9226",118488,1.73,2
"9227",118489,NA,3
"9228",118490,0.29,1
"9229",118491,0.98,1
"9230",118492,2.91,3
"9231",118493,3.33,3
"9232",118494,3.87,3
"9233",118495,1.42,2
"9234",118496,1.44,2
"9235",118497,0.87,1
"9236",118498,1.07,1
"9237",118499,NA,NA
"9238",118500,NA,2
"9239",118501,1.17,1
"9240",118502,1.2,1
"9241",118503,NA,9
"9242",118504,0.16,1
"9243",118505,0.74,1
"9244",118506,0.51,1
"9245",118507,0.83,1
"9246",118508,2.41,3
"9247",118509,NA,NA
"9248",118510,5,3
"9249",118511,0,1
"9250",118512,0.45,1
"9251",118513,2.11,3
"9252",118514,2.39,3
"9253",118515,1.06,1
"9254",118516,1.45,2
"9255",118517,2.98,3
"9256",118518,0.47,1
"9257",118519,2.08,3
"9258",118520,0.82,1
"9259",118521,0.98,1
"9260",118522,2.18,3
"9261",118523,4.32,3
"9262",118524,2.67,3
"9263",118525,NA,3
"9264",118526,4.59,3
"9265",118527,2.84,3
"9266",118528,1.33,2
"9267",118529,1.46,2
"9268",118530,4.25,3
"9269",118531,NA,NA
"9270",118532,1.26,1
"9271",118533,2.39,3
"9272",118534,0.41,1
"9273",118535,2,3
"9274",118536,5,3
"9275",118537,2.31,3
"9276",118538,1.56,2
"9277",118539,3.55,3
"9278",118540,0.93,1
"9279",118541,NA,7
"9280",118542,0.98,1
"9281",118543,NA,NA
"9282",118544,0,1
"9283",118545,NA,3
"9284",118546,0.28,1
"9285",118547,1.6,2
"9286",118548,1.35,2
"9287",118549,1.17,1
"9288",118550,0.33,1
"9289",118551,1.76,2
"9290",118552,0.38,1
"9291",118553,5,3
"9292",118554,NA,3
"9293",118555,NA,NA
"9294",118556,NA,NA
"9295",118557,1.18,1
"9296",118558,1.26,1
"9297",118559,NA,NA
"9298",118560,5,3
"9299",118561,NA,9
"9300",118562,1.44,2
"9301",118563,5,3
"9302",118564,1.1,1
"9303",118565,0.59,1
"9304",118566,NA,NA
"9305",118567,NA,NA
"9306",118568,1.11,1
"9307",118569,1.15,1
"9308",118570,1.29,1
"9309",118571,2.51,3
"9310",118572,0,1
"9311",118573,3.28,3
"9312",118574,3.73,3
"9313",118575,0.71,1
"9314",118576,2.35,3
"9315",118577,1.44,2
"9316",118578,2.31,3
"9317",118579,1.79,2
"9318",118580,NA,2
"9319",118581,3.41,3
"9320",118582,2.89,3
"9321",118583,NA,9
"9322",118584,1.99,3
"9323",118585,0.99,1
"9324",118586,NA,9
"9325",118587,NA,NA
"9326",118588,NA,NA
"9327",118589,3.41,3
"9328",118590,NA,3
"9329",118591,4.39,3
"9330",118592,0.73,1
"9331",118593,2.53,3
"9332",118594,2.94,3
"9333",118595,4.06,3
"9334",118596,0.86,1
"9335",118597,2.39,3
"9336",118598,1.19,1
"9337",118599,2.44,3
"9338",118600,3.96,3
"9339",118601,2.44,3
"9340",118602,2.59,3
"9341",118603,2.94,3
"9342",118604,2.92,3
"9343",118605,0.32,1
"9344",118606,2.75,3
"9345",118607,1.73,2
"9346",118608,NA,NA
"9347",118609,1.98,3
"9348",118610,NA,3
"9349",118611,5,3
"9350",118612,5,3
"9351",118613,NA,9
"9352",118614,2.54,3
"9353",118615,2.44,3
"9354",118616,5,3
"9355",118617,NA,1
"9356",118618,3.9,3
"9357",118619,1.22,1
"9358",118620,0.86,1
"9359",118621,1.39,2
"9360",118622,0.7,1
"9361",118623,1.58,2
"9362",118624,5,3
"9363",118625,4.77,3
"9364",118626,1.46,2
"9365",118627,0.62,1
"9366",118628,0.69,1
"9367",118629,NA,9
"9368",118630,NA,NA
"9369",118631,NA,1
"9370",118632,0,1
"9371",118633,2.49,3
"9372",118634,1.11,1
"9373",118635,NA,1
"9374",118636,2.48,3
"9375",118637,1.46,2
"9376",118638,3.8,3
"9377",118639,4.89,3
"9378",118640,3.15,3
"9379",118641,0.73,1
"9380",118642,3.23,3
"9381",118643,NA,3
"9382",118644,0.9,1
"9383",118645,3.38,3
"9384",118646,0.24,1
"9385",118647,NA,3
"9386",118648,1.11,1
"9387",118649,0.89,1
"9388",118650,1.67,2
"9389",118651,1.15,1
"9390",118652,0.4,1
"9391",118653,0.7,1
"9392",118654,NA,1
"9393",118655,0.78,1
"9394",118656,2.67,3
"9395",118657,2.76,3
"9396",118658,1.11,1
"9397",118659,0.81,1
"9398",118660,0.81,1
"9399",118661,1.14,1
"9400",118662,3.23,3
"9401",118663,1.47,2
"9402",118664,0.92,1
"9403",118665,3.69,3
"9404",118666,1.34,2
"9405",118667,0.98,1
"9406",118668,1.53,2
"9407",118669,4.62,3
"9408",118670,1.19,1
"9409",118671,1.71,2
"9410",118672,0.86,1
"9411",118673,NA,9
"9412",118674,0.71,1
"9413",118675,5,3
"9414",118676,NA,2
"9415",118677,1.04,1
"9416",118678,2.99,3
"9417",118679,2.64,3
"9418",118680,NA,NA
"9419",118681,2.44,3
"9420",118682,5,3
"9421",118683,5,3
"9422",118684,2.7,3
"9423",118685,1.95,3
"9424",118686,NA,1
"9425",118687,3.76,3
"9426",118688,NA,3
"9427",118689,5,3
"9428",118690,NA,1
"9429",118691,1.84,2
"9430",118692,0.96,1
"9431",118693,0,1
"9432",118694,1.07,1
"9433",118695,1.15,1
"9434",118696,NA,NA
"9435",118697,0.35,1
"9436",118698,NA,NA
"9437",118699,0.65,1
"9438",118700,2.07,3
"9439",118701,2.99,3
"9440",118702,5,3
"9441",118703,0.34,1
"9442",118704,1.42,2
"9443",118705,0.93,1
"9444",118706,NA,1
"9445",118707,0.49,1
"9446",118708,5,3
"9447",118709,1,1
"9448",118710,1.19,1
"9449",118711,5,3
"9450",118712,2.77,3
"9451",118713,2.89,3
"9452",118714,2.09,3
"9453",118715,0.49,1
"9454",118716,0.45,1
"9455",118717,1.09,1
"9456",118718,1.27,1
"9457",118719,0,1
"9458",118720,NA,3
"9459",118721,NA,3
"9460",118722,4.52,3
"9461",118723,2.96,3
"9462",118724,3.38,3
"9463",118725,NA,NA
"9464",118726,0.53,1
"9465",118727,2.27,3
"9466",118728,5,3
"9467",118729,NA,1
"9468",118730,5,3
"9469",118731,2.19,3
"9470",118732,1.76,2
"9471",118733,NA,9
"9472",118734,0.49,1
"9473",118735,2.13,3
"9474",118736,2.49,3
"9475",118737,NA,9
"9476",118738,NA,1
"9477",118739,5,3
"9478",118740,0.73,1
"9479",118741,3.33,3
"9480",118742,2.97,3
"9481",118743,4.46,3
"9482",118744,2.04,3
"9483",118745,0.47,1
"9484",118746,0.94,1
"9485",118747,NA,NA
"9486",118748,0.98,1
"9487",118749,NA,1
"9488",118750,5,3
"9489",118751,0.4,1
"9490",118752,5,3
"9491",118753,2.88,3
"9492",118754,1.79,2
"9493",118755,2.24,3
"9494",118756,2.73,3
"9495",118757,1.07,1
"9496",118758,1.89,3
"9497",118759,1.27,1
"9498",118760,0.63,1
"9499",118761,NA,9
"9500",118762,0.47,1
"9501",118763,0.85,1
"9502",118764,NA,3
"9503",118765,0.57,1
"9504",118766,1.19,1
"9505",118767,NA,2
"9506",118768,0.24,1
"9507",118769,2.49,3
"9508",118770,NA,NA
"9509",118771,0,1
"9510",118772,0.73,1
"9511",118773,3.11,3
"9512",118774,0.4,1
"9513",118775,1.77,2
"9514",118776,1.98,3
"9515",118777,NA,NA
"9516",118778,2.99,3
"9517",118779,0.32,1
"9518",118780,0.53,1
"9519",118781,1.19,1
"9520",118782,1.21,1
"9521",118783,5,3
"9522",118784,1.01,1
"9523",118785,NA,1
"9524",118786,5,3
"9525",118787,1.1,1
"9526",118788,3.38,3
"9527",118789,NA,NA
"9528",118790,NA,1
"9529",118791,3.67,3
"9530",118792,NA,NA
"9531",118793,5,3
"9532",118794,2.33,3
"9533",118795,NA,NA
"9534",118796,4.97,3
"9535",118797,1.4,2
"9536",118798,NA,1
"9537",118799,1.41,2
"9538",118800,1.18,1
"9539",118801,0,1
"9540",118802,NA,9
"9541",118803,1.09,1
"9542",118804,NA,1
"9543",118805,5,3
"9544",118806,0,1
"9545",118807,4.87,3
"9546",118808,1.2,1
"9547",118809,NA,NA
"9548",118810,1.73,2
"9549",118811,NA,NA
"9550",118812,0.39,1
"9551",118813,5,3
"9552",118814,5,3
"9553",118815,2.04,3
"9554",118816,1.76,2
"9555",118817,2.59,3
"9556",118818,NA,3
"9557",118819,1.19,1
"9558",118820,1.19,1
"9559",118821,0.73,1
"9560",118822,0,1
"9561",118823,2.36,3
"9562",118824,1.46,2
"9563",118825,1,1
"9564",118826,2.08,3
"9565",118827,5,3
"9566",118828,0.79,1
"9567",118829,3.78,3
"9568",118830,1.67,2
"9569",118831,1.46,2
"9570",118832,1.29,1
"9571",118833,0.74,1
"9572",118834,5,3
"9573",118835,1.07,1
"9574",118836,1.85,2
"9575",118837,1.71,2
"9576",118838,0.68,1
"9577",118839,5,3
"9578",118840,1.58,2
"9579",118841,1.15,1
"9580",118842,1.73,2
"9581",118843,2,3
"9582",118844,1.73,2
"9583",118845,4.8,3
"9584",118846,0,1
"9585",118847,NA,7
"9586",118848,1.11,1
"9587",118849,NA,NA
"9588",118850,0,1
"9589",118851,5,3
"9590",118852,5,3
"9591",118853,1.99,3
"9592",118854,4.39,3
"9593",118855,0.73,1
"9594",118856,1.44,2
"9595",118857,2.27,3
"9596",118858,1.67,2
"9597",118859,NA,NA
"9598",118860,1.67,2
"9599",118861,2.96,3
"9600",118862,3.55,3
"9601",118863,5,3
"9602",118864,0.63,1
"9603",118865,2.15,3
"9604",118866,3.52,3
"9605",118867,4.88,3
"9606",118868,0.46,1
"9607",118869,NA,2
"9608",118870,2.89,3
"9609",118871,5,3
"9610",118872,4.37,3
"9611",118873,5,3
"9612",118874,5,3
"9613",118875,2.89,3
"9614",118876,2.25,3
"9615",118877,0.82,1
"9616",118878,1.26,1
"9617",118879,5,3
"9618",118880,0.7,1
"9619",118881,0.64,1
"9620",118882,0.41,1
"9621",118883,NA,1
"9622",118884,1.98,3
"9623",118885,1.58,2
"9624",118886,NA,1
"9625",118887,0.92,1
"9626",118888,2.19,3
"9627",118889,1.4,2
"9628",118890,2.89,3
"9629",118891,5,3
"9630",118892,NA,2
"9631",118893,1.1,1
"9632",118894,0.72,1
"9633",118895,NA,7
"9634",118896,1.01,1
"9635",118897,5,3
"9636",118898,2.48,3
"9637",118899,4.11,3
"9638",118900,0.92,1
"9639",118901,1.13,1
"9640",118902,1.22,1
