"","SEQN","INDFMMPI","INDFMMPC"
"9641",118903,1.2,1
"9642",118904,2.8,3
"9643",118905,0,1
"9644",118906,2.33,3
"9645",118907,NA,1
"9646",118908,1.82,2
"9647",118909,2.1,3
"9648",118910,1,1
"9649",118911,4.29,3
"9650",118912,0.52,1
"9651",118913,2.59,3
"9652",118914,NA,NA
"9653",118915,0,1
"9654",118916,4,3
"9655",118917,NA,NA
"9656",118918,0.94,1
"9657",118919,3.53,3
"9658",118920,NA,NA
"9659",118921,2.35,3
"9660",118922,0.76,1
"9661",118923,1.01,1
"9662",118924,NA,1
"9663",118925,NA,1
"9664",118926,1.19,1
"9665",118927,2.06,3
"9666",118928,1.22,1
"9667",118929,0.29,1
"9668",118930,NA,NA
"9669",118931,2.27,3
"9670",118932,0.63,1
"9671",118933,5,3
"9672",118934,1.75,2
"9673",118935,0.68,1
"9674",118936,5,3
"9675",118937,NA,9
"9676",118938,0.29,1
"9677",118939,4.39,3
"9678",118940,0.93,1
"9679",118941,0.55,1
"9680",118942,NA,NA
"9681",118943,2.5,3
"9682",118944,3.46,3
"9683",118945,5,3
"9684",118946,3.76,3
"9685",118947,2.45,3
"9686",118948,1.29,1
"9687",118949,NA,3
"9688",118950,1.15,1
"9689",118951,4.58,3
"9690",118952,1.46,2
"9691",118953,1.55,2
"9692",118954,1.35,2
"9693",118955,NA,9
"9694",118956,3.55,3
"9695",118957,0.67,1
"9696",118958,1.47,2
"9697",118959,3.17,3
"9698",118960,0.81,1
"9699",118961,0.28,1
"9700",118962,2.26,3
"9701",118963,2.16,3
"9702",118964,4.43,3
"9703",118965,0.43,1
"9704",118966,2.89,3
"9705",118967,NA,3
"9706",118968,NA,3
"9707",118969,0.2,1
"9708",118970,2.63,3
"9709",118971,4.98,3
"9710",118972,5,3
"9711",118973,1.22,1
"9712",118974,NA,1
"9713",118975,NA,3
"9714",118976,1.74,2
"9715",118977,1.49,2
"9716",118978,2.39,3
"9717",118979,0.43,1
"9718",118980,1.67,2
"9719",118981,2.13,3
"9720",118982,1.46,2
"9721",118983,NA,NA
"9722",118984,NA,3
"9723",118985,2.11,3
"9724",118986,0.71,1
"9725",118987,1.69,2
"9726",118988,NA,1
"9727",118989,5,3
"9728",118990,NA,NA
"9729",118991,NA,7
"9730",118992,5,3
"9731",118993,2.78,3
"9732",118994,0.37,1
"9733",118995,3.73,3
"9734",118996,5,3
"9735",118997,1.79,2
"9736",118998,2.13,3
"9737",118999,NA,7
"9738",119000,5,3
"9739",119001,1.46,2
"9740",119002,1.99,3
"9741",119003,NA,9
"9742",119004,1.58,2
"9743",119005,2.29,3
"9744",119006,1.23,1
"9745",119007,3.14,3
"9746",119008,2.39,3
"9747",119009,5,3
"9748",119010,NA,3
"9749",119011,0.37,1
"9750",119012,1.67,2
"9751",119013,2.39,3
"9752",119014,0.56,1
"9753",119015,5,3
"9754",119016,4.88,3
"9755",119017,1.63,2
"9756",119018,5,3
"9757",119019,1.41,2
"9758",119020,1.95,3
"9759",119021,3.06,3
"9760",119022,5,3
"9761",119023,1.46,2
"9762",119024,0.3,1
"9763",119025,1.99,3
"9764",119026,1.91,3
"9765",119027,3.34,3
"9766",119028,1.8,2
"9767",119029,2.57,3
"9768",119030,NA,3
"9769",119031,3.57,3
"9770",119032,NA,7
"9771",119033,1.12,1
"9772",119034,5,3
"9773",119035,0.03,1
"9774",119036,0.18,1
"9775",119037,0.9,1
"9776",119038,0.42,1
"9777",119039,4.77,3
"9778",119040,2.84,3
"9779",119041,NA,NA
"9780",119042,2,3
"9781",119043,0.46,1
"9782",119044,4.62,3
"9783",119045,1.71,2
"9784",119046,1.67,2
"9785",119047,2.56,3
"9786",119048,NA,3
"9787",119049,NA,9
"9788",119050,NA,NA
"9789",119051,1.24,1
"9790",119052,3.29,3
"9791",119053,NA,NA
"9792",119054,1.38,2
"9793",119055,1.07,1
"9794",119056,4.43,3
"9795",119057,4.27,3
"9796",119058,1.39,2
"9797",119059,1.6,2
"9798",119060,0.76,1
"9799",119061,1.31,2
"9800",119062,1.67,2
"9801",119063,NA,1
"9802",119064,1.58,2
"9803",119065,0.79,1
"9804",119066,0.96,1
"9805",119067,4.17,3
"9806",119068,3.22,3
"9807",119069,1.99,3
"9808",119070,NA,9
"9809",119071,1.18,1
"9810",119072,0.78,1
"9811",119073,NA,NA
"9812",119074,5,3
"9813",119075,5,3
"9814",119076,0.73,1
"9815",119077,NA,2
"9816",119078,2.96,3
"9817",119079,2.79,3
"9818",119080,NA,3
"9819",119081,2.97,3
"9820",119082,1.99,3
"9821",119083,0.5,1
"9822",119084,NA,9
"9823",119085,5,3
"9824",119086,3,3
"9825",119087,0,1
"9826",119088,0.79,1
"9827",119089,0.71,1
"9828",119090,NA,NA
"9829",119091,1.95,3
"9830",119092,NA,NA
"9831",119093,2,3
"9832",119094,5,3
"9833",119095,NA,NA
"9834",119096,0,1
"9835",119097,0.79,1
"9836",119098,2.56,3
"9837",119099,0.82,1
"9838",119100,0.43,1
"9839",119101,1.34,2
"9840",119102,4.97,3
"9841",119103,NA,NA
"9842",119104,NA,NA
"9843",119105,NA,3
"9844",119106,5,3
"9845",119107,0,1
"9846",119108,2.48,3
"9847",119109,0.83,1
"9848",119110,2.36,3
"9849",119111,NA,NA
"9850",119112,NA,1
"9851",119113,3.26,3
"9852",119114,NA,9
"9853",119115,0.84,1
"9854",119116,2.8,3
"9855",119117,0.69,1
"9856",119118,0.71,1
"9857",119119,1.92,3
"9858",119120,0.88,1
"9859",119121,NA,NA
"9860",119122,0.62,1
"9861",119123,0.73,1
"9862",119124,NA,7
"9863",119125,1.32,2
"9864",119126,1.29,1
"9865",119127,2.19,3
"9866",119128,NA,9
"9867",119129,3.17,3
"9868",119130,5,3
"9869",119131,1.61,2
"9870",119132,2.88,3
"9871",119133,5,3
"9872",119134,NA,3
"9873",119135,1.67,2
"9874",119136,1.54,2
"9875",119137,0.98,1
"9876",119138,0.59,1
"9877",119139,1.66,2
"9878",119140,5,3
"9879",119141,3.82,3
"9880",119142,NA,2
"9881",119143,0.82,1
"9882",119144,0.21,1
"9883",119145,5,3
"9884",119146,NA,9
"9885",119147,NA,2
"9886",119148,1.72,2
"9887",119149,NA,2
"9888",119150,1.78,2
"9889",119151,0.69,1
"9890",119152,NA,NA
"9891",119153,0.79,1
"9892",119154,0.72,1
"9893",119155,0.91,1
"9894",119156,0.48,1
"9895",119157,3.47,3
"9896",119158,NA,3
"9897",119159,2.39,3
"9898",119160,1.99,3
"9899",119161,0,1
"9900",119162,0,1
"9901",119163,0.51,1
"9902",119164,0.5,1
"9903",119165,NA,9
"9904",119166,NA,NA
"9905",119167,1.42,2
"9906",119168,NA,NA
"9907",119169,NA,2
"9908",119170,0.54,1
"9909",119171,1.67,2
"9910",119172,2.39,3
"9911",119173,2.19,3
"9912",119174,NA,NA
"9913",119175,3.19,3
"9914",119176,1.91,3
"9915",119177,0.8,1
"9916",119178,1.37,2
"9917",119179,1.47,2
"9918",119180,1.53,2
"9919",119181,0,1
"9920",119182,1.95,3
"9921",119183,3.48,3
"9922",119184,0.73,1
"9923",119185,1.04,1
"9924",119186,5,3
"9925",119187,5,3
"9926",119188,1.91,3
"9927",119189,1.6,2
"9928",119190,0.68,1
"9929",119191,NA,1
"9930",119192,3.95,3
"9931",119193,0,1
"9932",119194,1.09,1
"9933",119195,3.87,3
"9934",119196,1.42,2
"9935",119197,5,3
"9936",119198,0.48,1
"9937",119199,5,3
"9938",119200,NA,1
"9939",119201,0.89,1
"9940",119202,NA,3
"9941",119203,0.77,1
"9942",119204,5,3
"9943",119205,0.69,1
"9944",119206,4.43,3
"9945",119207,3.08,3
"9946",119208,2.35,3
"9947",119209,0.18,1
"9948",119210,NA,3
"9949",119211,NA,1
"9950",119212,2.35,3
"9951",119213,NA,NA
"9952",119214,2.39,3
"9953",119215,NA,9
"9954",119216,0.14,1
"9955",119217,5,3
"9956",119218,3.82,3
"9957",119219,2.96,3
"9958",119220,3.55,3
"9959",119221,1.4,2
"9960",119222,0.91,1
"9961",119223,5,3
"9962",119224,0.71,1
"9963",119225,4.32,3
"9964",119226,1.04,1
"9965",119227,3.06,3
"9966",119228,2.87,3
"9967",119229,1.58,2
"9968",119230,NA,NA
"9969",119231,NA,9
"9970",119232,5,3
"9971",119233,2.8,3
"9972",119234,3.26,3
"9973",119235,0.5,1
"9974",119236,2.8,3
"9975",119237,5,3
"9976",119238,3.35,3
"9977",119239,0.7,1
"9978",119240,1.55,2
"9979",119241,NA,9
"9980",119242,0.94,1
"9981",119243,1.88,3
"9982",119244,3.12,3
"9983",119245,3.82,3
"9984",119246,0.9,1
"9985",119247,2.73,3
"9986",119248,1.85,2
"9987",119249,1.09,1
"9988",119250,1.02,1
"9989",119251,1.19,1
"9990",119252,5,3
"9991",119253,NA,NA
"9992",119254,NA,3
"9993",119255,1.69,2
"9994",119256,5,3
"9995",119257,1.91,3
"9996",119258,NA,1
"9997",119259,NA,1
"9998",119260,0.66,1
"9999",119261,0,1
"10000",119262,0.68,1
"10001",119263,0.47,1
"10002",119264,0.67,1
"10003",119265,5,3
"10004",119266,NA,NA
"10005",119267,3.48,3
"10006",119268,4.05,3
"10007",119269,2.18,3
"10008",119270,1.48,2
"10009",119271,0.88,1
"10010",119272,5,3
"10011",119273,1.85,2
"10012",119274,0.96,1
"10013",119275,1.29,1
"10014",119276,0.46,1
"10015",119277,2.44,3
"10016",119278,1.43,2
"10017",119279,NA,NA
"10018",119280,5,3
"10019",119281,2.06,3
"10020",119282,1.69,2
"10021",119283,4.08,3
"10022",119284,1.31,2
"10023",119285,4.3,3
"10024",119286,0.85,1
"10025",119287,1.58,2
"10026",119288,1.69,2
"10027",119289,4.88,3
"10028",119290,2.63,3
"10029",119291,NA,3
"10030",119292,1.79,2
"10031",119293,0.96,1
"10032",119294,2.15,3
"10033",119295,3.02,3
"10034",119296,1.22,1
"10035",119297,NA,9
"10036",119298,5,3
"10037",119299,NA,NA
"10038",119300,1.85,2
"10039",119301,1.91,3
"10040",119302,0.99,1
"10041",119303,1.22,1
"10042",119304,1.29,1
"10043",119305,NA,NA
"10044",119306,3.82,3
"10045",119307,1.18,1
"10046",119308,0.82,1
"10047",119309,NA,2
"10048",119310,3.13,3
"10049",119311,3.8,3
"10050",119312,1.48,2
"10051",119313,NA,7
"10052",119314,5,3
"10053",119315,1.4,2
"10054",119316,1.94,3
"10055",119317,1.45,2
"10056",119318,5,3
"10057",119319,0.89,1
"10058",119320,1.21,1
"10059",119321,3.76,3
"10060",119322,2.37,3
"10061",119323,0.48,1
"10062",119324,NA,3
"10063",119325,1.28,1
"10064",119326,NA,NA
"10065",119327,0.98,1
"10066",119328,1.85,2
"10067",119329,1.46,2
"10068",119330,NA,NA
"10069",119331,5,3
"10070",119332,2.5,3
"10071",119333,5,3
"10072",119334,1.48,2
"10073",119335,2.22,3
"10074",119336,2.2,3
"10075",119337,2.84,3
"10076",119338,NA,3
"10077",119339,2.59,3
"10078",119340,1.99,3
"10079",119341,NA,2
"10080",119342,1.98,3
"10081",119343,2,3
"10082",119344,2.35,3
"10083",119345,1.83,2
"10084",119346,2.24,3
"10085",119347,0,1
"10086",119348,1.21,1
"10087",119349,NA,3
"10088",119350,0.95,1
"10089",119351,0.33,1
"10090",119352,0.28,1
"10091",119353,2.88,3
"10092",119354,5,3
"10093",119355,0.77,1
"10094",119356,5,3
"10095",119357,1.59,2
"10096",119358,1.03,1
"10097",119359,4.66,3
"10098",119360,0.57,1
"10099",119361,1.73,2
"10100",119362,NA,3
"10101",119363,NA,NA
"10102",119364,3.98,3
"10103",119365,2.02,3
"10104",119366,NA,9
"10105",119367,1.39,2
"10106",119368,2.13,3
"10107",119369,2.06,3
"10108",119370,0.81,1
"10109",119371,0.53,1
"10110",119372,4.88,3
"10111",119373,5,3
"10112",119374,1.4,2
"10113",119375,0.79,1
"10114",119376,0,1
"10115",119377,0.22,1
"10116",119378,2.8,3
"10117",119379,1.73,2
"10118",119380,0.37,1
"10119",119381,3.55,3
"10120",119382,NA,3
"10121",119383,5,3
"10122",119384,4.41,3
"10123",119385,0.93,1
"10124",119386,1.63,2
"10125",119387,1.4,2
"10126",119388,1.67,2
"10127",119389,1.84,2
"10128",119390,3.98,3
"10129",119391,3.21,3
"10130",119392,2.25,3
"10131",119393,1.06,1
"10132",119394,3.82,3
"10133",119395,0.57,1
"10134",119396,4.26,3
"10135",119397,4.16,3
"10136",119398,0.79,1
"10137",119399,0.76,1
"10138",119400,1.96,3
"10139",119401,1.29,1
"10140",119402,1.98,3
"10141",119403,3.55,3
"10142",119404,1.63,2
"10143",119405,3.9,3
"10144",119406,1.78,2
"10145",119407,0.98,1
"10146",119408,2.65,3
"10147",119409,NA,9
"10148",119410,NA,NA
"10149",119411,0.8,1
"10150",119412,NA,NA
"10151",119413,NA,9
"10152",119414,2.68,3
"10153",119415,5,3
"10154",119416,5,3
"10155",119417,NA,NA
"10156",119418,2.06,3
"10157",119419,1.34,2
"10158",119420,1.75,2
"10159",119421,5,3
"10160",119422,5,3
"10161",119423,1.22,1
"10162",119424,NA,NA
"10163",119425,2.55,3
"10164",119426,NA,3
"10165",119427,1.22,1
"10166",119428,NA,NA
"10167",119429,1.82,2
"10168",119430,NA,3
"10169",119431,NA,3
"10170",119432,0.42,1
"10171",119433,NA,NA
"10172",119434,1.6,2
"10173",119435,3.13,3
"10174",119436,1.49,2
"10175",119437,1.92,3
"10176",119438,3.35,3
"10177",119439,0.78,1
"10178",119440,1.43,2
"10179",119441,1.15,1
"10180",119442,1.66,2
"10181",119443,5,3
"10182",119444,1.92,3
"10183",119445,NA,1
"10184",119446,NA,NA
"10185",119447,2.4,3
"10186",119448,2.55,3
"10187",119449,2.35,3
"10188",119450,0.99,1
"10189",119451,1.39,2
"10190",119452,0.51,1
"10191",119453,4.89,3
"10192",119454,2.49,3
"10193",119455,1.09,1
"10194",119456,4.41,3
"10195",119457,3.17,3
"10196",119458,0.99,1
"10197",119459,1.4,2
"10198",119460,2.87,3
"10199",119461,2.25,3
"10200",119462,NA,3
"10201",119463,NA,9
"10202",119464,1.45,2
"10203",119465,4.66,3
"10204",119466,NA,NA
"10205",119467,1.38,2
"10206",119468,1.76,2
"10207",119469,0.8,1
"10208",119470,3.84,3
"10209",119471,NA,NA
"10210",119472,5,3
"10211",119473,0.72,1
"10212",119474,3.75,3
"10213",119475,3.69,3
"10214",119476,0.31,1
"10215",119477,3.46,3
"10216",119478,0.55,1
"10217",119479,0.71,1
"10218",119480,1.1,1
"10219",119481,1.72,2
"10220",119482,1.27,1
"10221",119483,0.56,1
"10222",119484,1.66,2
"10223",119485,2.08,3
"10224",119486,1.46,2
"10225",119487,NA,NA
"10226",119488,NA,9
"10227",119489,1.01,1
"10228",119490,1.65,2
"10229",119491,1.85,2
"10230",119492,1.62,2
"10231",119493,3.13,3
"10232",119494,NA,1
"10233",119495,2.12,3
"10234",119496,NA,NA
"10235",119497,NA,2
"10236",119498,5,3
"10237",119499,NA,7
"10238",119500,NA,NA
"10239",119501,1.22,1
"10240",119502,NA,NA
"10241",119503,0.59,1
"10242",119504,3.26,3
"10243",119505,0.15,1
"10244",119506,5,3
"10245",119507,3.38,3
"10246",119508,0,1
"10247",119509,0.59,1
"10248",119510,4.8,3
"10249",119511,1.49,2
"10250",119512,5,3
"10251",119513,NA,1
"10252",119514,1.43,2
"10253",119515,2,3
"10254",119516,2,3
"10255",119517,5,3
"10256",119518,1.61,2
"10257",119519,0.91,1
"10258",119520,1.22,1
"10259",119521,0,1
"10260",119522,NA,NA
"10261",119523,NA,NA
"10262",119524,1.79,2
"10263",119525,0.89,1
"10264",119526,NA,NA
"10265",119527,1.48,2
"10266",119528,0.88,1
"10267",119529,2.44,3
"10268",119530,1.99,3
"10269",119531,1.25,1
"10270",119532,0.74,1
"10271",119533,1.46,2
"10272",119534,0.71,1
"10273",119535,2.6,3
"10274",119536,1.19,1
"10275",119537,1.18,1
"10276",119538,5,3
"10277",119539,2.63,3
"10278",119540,1.33,2
"10279",119541,2.58,3
"10280",119542,NA,NA
"10281",119543,1.61,2
"10282",119544,2.88,3
"10283",119545,NA,NA
"10284",119546,0.51,1
"10285",119547,0,1
"10286",119548,1.63,2
"10287",119549,NA,3
"10288",119550,NA,NA
"10289",119551,1.44,2
"10290",119552,2.61,3
"10291",119553,2.1,3
"10292",119554,NA,2
"10293",119555,0.46,1
"10294",119556,1.48,2
"10295",119557,NA,3
"10296",119558,NA,NA
"10297",119559,5,3
"10298",119560,4.7,3
"10299",119561,5,3
"10300",119562,1.04,1
"10301",119563,3.38,3
"10302",119564,1.81,2
"10303",119565,NA,2
"10304",119566,NA,3
"10305",119567,1.42,2
"10306",119568,1.45,2
"10307",119569,0,1
"10308",119570,0.94,1
"10309",119571,0.71,1
"10310",119572,3.98,3
"10311",119573,1.46,2
"10312",119574,0.56,1
"10313",119575,NA,9
"10314",119576,1.69,2
"10315",119577,4.16,3
"10316",119578,4.66,3
"10317",119579,NA,9
"10318",119580,5,3
"10319",119581,4.17,3
"10320",119582,2.45,3
"10321",119583,NA,NA
"10322",119584,5,3
"10323",119585,NA,1
"10324",119586,1.13,1
"10325",119587,0.84,1
"10326",119588,5,3
"10327",119589,1.47,2
"10328",119590,0,1
"10329",119591,3.69,3
"10330",119592,0.91,1
"10331",119593,1.75,2
"10332",119594,5,3
"10333",119595,3.05,3
"10334",119596,NA,NA
"10335",119597,3.84,3
"10336",119598,0.77,1
"10337",119599,NA,3
"10338",119600,1.16,1
"10339",119601,1.78,2
"10340",119602,5,3
"10341",119603,2.97,3
"10342",119604,5,3
"10343",119605,1.15,1
"10344",119606,0,1
"10345",119607,NA,3
"10346",119608,1.42,2
"10347",119609,0.96,1
"10348",119610,3.39,3
"10349",119611,0.87,1
"10350",119612,1.4,2
"10351",119613,1.16,1
"10352",119614,1.56,2
"10353",119615,NA,NA
"10354",119616,2.84,3
"10355",119617,5,3
"10356",119618,1.21,1
"10357",119619,1.73,2
"10358",119620,1.09,1
"10359",119621,5,3
"10360",119622,5,3
"10361",119623,1.15,1
"10362",119624,2.92,3
"10363",119625,1.46,2
"10364",119626,0.9,1
"10365",119627,2.99,3
"10366",119628,5,3
"10367",119629,5,3
"10368",119630,0.74,1
"10369",119631,5,3
"10370",119632,1.58,2
"10371",119633,NA,NA
"10372",119634,NA,3
"10373",119635,NA,2
"10374",119636,1.38,2
"10375",119637,0.55,1
"10376",119638,5,3
"10377",119639,2.92,3
"10378",119640,1.03,1
"10379",119641,NA,NA
"10380",119642,0.67,1
"10381",119643,0.13,1
"10382",119644,5,3
"10383",119645,3.54,3
"10384",119646,1.88,3
"10385",119647,2.13,3
"10386",119648,5,3
"10387",119649,3.03,3
"10388",119650,0.93,1
"10389",119651,2.36,3
"10390",119652,2.15,3
"10391",119653,3.66,3
"10392",119654,NA,NA
"10393",119655,0.71,1
"10394",119656,1.43,2
"10395",119657,0.57,1
"10396",119658,4.04,3
"10397",119659,5,3
"10398",119660,2.59,3
"10399",119661,1.91,3
"10400",119662,0.28,1
"10401",119663,2.78,3
"10402",119664,1.27,1
"10403",119665,5,3
"10404",119666,0.02,1
"10405",119667,NA,NA
"10406",119668,0.9,1
"10407",119669,2.15,3
"10408",119670,1.79,2
"10409",119671,0.03,1
"10410",119672,0.72,1
"10411",119673,1.19,1
"10412",119674,NA,NA
"10413",119675,3.23,3
"10414",119676,1.32,2
"10415",119677,NA,9
"10416",119678,0.86,1
"10417",119679,3.38,3
"10418",119680,3.82,3
"10419",119681,NA,1
"10420",119682,0.1,1
"10421",119683,NA,NA
"10422",119684,1.63,2
"10423",119685,1,1
"10424",119686,2.08,3
"10425",119687,NA,NA
"10426",119688,0.89,1
"10427",119689,0.84,1
"10428",119690,0.92,1
"10429",119691,0.98,1
"10430",119692,4.68,3
"10431",119693,0.87,1
"10432",119694,NA,3
"10433",119695,1.99,3
"10434",119696,0.69,1
"10435",119697,0.89,1
"10436",119698,3.99,3
"10437",119699,2.21,3
"10438",119700,5,3
"10439",119701,3.26,3
"10440",119702,1.69,2
"10441",119703,1.86,3
"10442",119704,2.77,3
"10443",119705,NA,NA
"10444",119706,NA,9
"10445",119707,1.91,3
"10446",119708,2.87,3
"10447",119709,5,3
"10448",119710,0.49,1
"10449",119711,0.86,1
"10450",119712,1.97,3
"10451",119713,5,3
"10452",119714,1.6,2
"10453",119715,1.15,1
"10454",119716,NA,9
"10455",119717,1.99,3
"10456",119718,5,3
"10457",119719,2.24,3
"10458",119720,0.42,1
"10459",119721,0.21,1
"10460",119722,4.66,3
"10461",119723,0.78,1
"10462",119724,NA,1
"10463",119725,1.48,2
"10464",119726,0.62,1
"10465",119727,0,1
"10466",119728,1.06,1
"10467",119729,1.02,1
"10468",119730,0.68,1
"10469",119731,1.92,3
"10470",119732,0.2,1
"10471",119733,NA,NA
"10472",119734,4.06,3
"10473",119735,NA,NA
"10474",119736,0.28,1
"10475",119737,1.99,3
"10476",119738,2.36,3
"10477",119739,1.42,2
"10478",119740,0.83,1
"10479",119741,1.69,2
"10480",119742,1.75,2
"10481",119743,NA,NA
"10482",119744,5,3
"10483",119745,NA,NA
"10484",119746,NA,NA
"10485",119747,0.88,1
"10486",119748,1.28,1
"10487",119749,3.19,3
"10488",119750,2.47,3
"10489",119751,1.73,2
"10490",119752,0.84,1
"10491",119753,0.33,1
"10492",119754,1.09,1
"10493",119755,NA,NA
"10494",119756,1.58,2
"10495",119757,0.33,1
"10496",119758,1.24,1
"10497",119759,NA,NA
"10498",119760,3.84,3
"10499",119761,2.87,3
"10500",119762,3.55,3
"10501",119763,0.96,1
"10502",119764,1.07,1
"10503",119765,0.95,1
"10504",119766,3.46,3
"10505",119767,1.29,1
"10506",119768,NA,NA
"10507",119769,1.39,2
"10508",119770,1.69,2
"10509",119771,1.11,1
"10510",119772,5,3
"10511",119773,5,3
"10512",119774,0.96,1
"10513",119775,4.3,3
"10514",119776,4.66,3
"10515",119777,1.48,2
"10516",119778,NA,1
"10517",119779,1.35,2
"10518",119780,2.35,3
"10519",119781,3.94,3
"10520",119782,5,3
"10521",119783,NA,NA
"10522",119784,1.63,2
"10523",119785,NA,1
"10524",119786,0.36,1
"10525",119787,NA,NA
"10526",119788,1.2,1
"10527",119789,NA,7
"10528",119790,NA,9
"10529",119791,NA,NA
"10530",119792,NA,9
"10531",119793,NA,3
"10532",119794,NA,NA
"10533",119795,2.59,3
"10534",119796,1.21,1
"10535",119797,5,3
"10536",119798,1.77,2
"10537",119799,1.25,1
"10538",119800,NA,3
"10539",119801,2.96,3
"10540",119802,0.24,1
"10541",119803,NA,3
"10542",119804,0.59,1
"10543",119805,1.1,1
"10544",119806,1.15,1
"10545",119807,4.01,3
"10546",119808,1.54,2
"10547",119809,5,3
"10548",119810,0,1
"10549",119811,1.19,1
"10550",119812,0,1
"10551",119813,0.8,1
"10552",119814,0.37,1
"10553",119815,NA,1
"10554",119816,NA,1
"10555",119817,0.39,1
"10556",119818,2.48,3
"10557",119819,4.19,3
"10558",119820,0.33,1
"10559",119821,1.85,2
"10560",119822,NA,9
"10561",119823,1.39,2
"10562",119824,2.39,3
"10563",119825,NA,NA
"10564",119826,NA,9
"10565",119827,2.31,3
"10566",119828,3.33,3
"10567",119829,4.78,3
"10568",119830,0.49,1
"10569",119831,1.73,2
"10570",119832,0.48,1
"10571",119833,4.98,3
"10572",119834,0.06,1
"10573",119835,2.45,3
"10574",119836,2.89,3
"10575",119837,5,3
"10576",119838,5,3
"10577",119839,1.69,2
"10578",119840,0.37,1
"10579",119841,0.87,1
"10580",119842,1.17,1
"10581",119843,2.92,3
"10582",119844,0.85,1
"10583",119845,2.19,3
"10584",119846,0.73,1
"10585",119847,NA,9
"10586",119848,4.3,3
"10587",119849,NA,1
"10588",119850,NA,3
"10589",119851,2.08,3
"10590",119852,0.87,1
"10591",119853,1.13,1
"10592",119854,3.9,3
"10593",119855,NA,3
"10594",119856,5,3
"10595",119857,0.48,1
"10596",119858,NA,NA
"10597",119859,2.92,3
"10598",119860,NA,NA
"10599",119861,1.02,1
"10600",119862,0.51,1
"10601",119863,5,3
"10602",119864,0.47,1
"10603",119865,4.62,3
"10604",119866,2.45,3
"10605",119867,1.91,3
"10606",119868,2.35,3
"10607",119869,0,1
"10608",119870,3.69,3
"10609",119871,0.57,1
"10610",119872,0.67,1
"10611",119873,1,1
"10612",119874,NA,9
"10613",119875,0.76,1
"10614",119876,1.49,2
"10615",119877,2.4,3
"10616",119878,NA,NA
"10617",119879,2.43,3
"10618",119880,2.08,3
"10619",119881,5,3
"10620",119882,0.14,1
"10621",119883,0,1
"10622",119884,NA,1
"10623",119885,2.34,3
"10624",119886,NA,3
"10625",119887,0.53,1
"10626",119888,4.94,3
"10627",119889,2.4,3
"10628",119890,2.97,3
"10629",119891,5,3
"10630",119892,0.49,1
"10631",119893,NA,9
"10632",119894,2.93,3
"10633",119895,NA,NA
"10634",119896,1.88,3
"10635",119897,1.48,2
"10636",119898,NA,1
"10637",119899,NA,3
"10638",119900,1.21,1
"10639",119901,NA,1
"10640",119902,1.28,1
"10641",119903,NA,NA
"10642",119904,1.2,1
"10643",119905,5,3
"10644",119906,NA,NA
"10645",119907,0.62,1
"10646",119908,3.03,3
"10647",119909,2.15,3
"10648",119910,NA,NA
"10649",119911,1.74,2
"10650",119912,1.09,1
"10651",119913,4.94,3
"10652",119914,4.78,3
"10653",119915,0.49,1
"10654",119916,0,1
"10655",119917,1.29,1
"10656",119918,NA,NA
"10657",119919,0.49,1
"10658",119920,0.5,1
"10659",119921,1.05,1
"10660",119922,4.38,3
"10661",119923,1.54,2
"10662",119924,5,3
"10663",119925,2.02,3
"10664",119926,4.11,3
"10665",119927,NA,NA
"10666",119928,5,3
"10667",119929,0.14,1
"10668",119930,1.76,2
"10669",119931,NA,9
"10670",119932,4.97,3
"10671",119933,1.04,1
"10672",119934,5,3
"10673",119935,1.2,1
"10674",119936,2.5,3
"10675",119937,3.09,3
"10676",119938,5,3
"10677",119939,5,3
"10678",119940,0.38,1
"10679",119941,2.02,3
"10680",119942,NA,NA
"10681",119943,1.69,2
"10682",119944,1.97,3
"10683",119945,NA,NA
"10684",119946,5,3
"10685",119947,1.58,2
"10686",119948,4.39,3
"10687",119949,NA,9
"10688",119950,1.76,2
"10689",119951,NA,3
"10690",119952,2.1,3
"10691",119953,0.91,1
"10692",119954,2.19,3
"10693",119955,NA,9
"10694",119956,1.99,3
"10695",119957,NA,9
"10696",119958,0.77,1
"10697",119959,1.66,2
"10698",119960,5,3
"10699",119961,1.19,1
"10700",119962,0.32,1
"10701",119963,2.64,3
"10702",119964,0.84,1
"10703",119965,1.58,2
"10704",119966,2.96,3
"10705",119967,NA,NA
"10706",119968,NA,3
"10707",119969,1.43,2
"10708",119970,4.04,3
"10709",119971,2.46,3
"10710",119972,4.43,3
"10711",119973,0.12,1
"10712",119974,3.26,3
"10713",119975,0.61,1
"10714",119976,5,3
"10715",119977,4.62,3
"10716",119978,1.21,1
"10717",119979,2.55,3
"10718",119980,5,3
"10719",119981,3.68,3
"10720",119982,NA,3
